"","x"
"16112","beteiligten bezahlt"
"16113","klappt müssen"
"16114","nächsten wochen"
"16115","laune bleiben"
"16116","mitarbeiter dürfen"
"16117","neue jobs"
"16118","jobs suchen"
"16119","laden gleich"
"16120","gleich dichtmachen"
"16121","motiviert bleiben"
"16122","bleiben obwohl"
"16123","verdient direkt"
"16124","breitenbücher verwaltetes"
"16125","verwaltetes treuhandkonto"
"16126","treuhandkonto geht"
"16127","gläubiger bezahlt"
"16128","schuften obwohl"
"16129","leeren händen"
"16130","händen dastehen"
"16131","herr aksakal"
"16132","eingeschärft bevor"
"16133","breitenbüchers ansage"
"16134","nächsten wochen"
"16135","schlicht verkaufen"
"16136","verkaufen verkaufen"
"16137","verkaufen verkaufen"
"16138","lager möglichst"
"16139","möglichst leer"
"16140","vorläufigen insolvenzverfahrens"
"16141","kredit brauchen"
"16142","neue gmbh"
"16143","gmbh gründen"
"16144","kredit gibt"
"16145","lagerhalle möglichst"
"16146","möglichst leer"
"16147","leer bekommen"
"16148","tilgen aksakals"
"16149","aksakals verbindlichkeiten"
"16150","beim finanzamt"
"16151","finanzamt summieren"
"16152","million euro"
"16153","paar hunderttausend"
"16154","ende november"
"16155","november zusammenhaben"
"16156","breitenbücher gesagt"
"16157","gesagt aksakal"
"16158","latte höher"
"16159","800.000 euro"
"16160","euro bettina"
"16161","bettina breitenbücher"
"16162","mutlu aksakal"
"16163","aksakals schulden"
"16164","schulden abbezahlen"
"16165","firma retten"
"16166","zugleich könnten"
"16167","unterschiedlicher kaum"
"16168","mutlu aksakal"
"16169","türkischen schweißers"
"16170","schwäbelndes gastarbeiterkind"
"16171","jahrelanger schufterei"
"16172","schufterei hochgearbeitet"
"16173","aksakals frau"
"16174","frau macht"
"16175","buchhaltung zusammen"
"16176","sohn zehn"
"16177","sieben jahre"
"16178","jahre alt"
"16179","alt aksakal"
"16180","aksakal sieht"
"16181","wochenende abends"
"16182","22 uhr"
"16183","hause kommt"
"16184","kommt schlafen"
"16185","verlieren droht"
"16186","droht aksakal"
"16187","aksakal arbeitet"
"16188","arbeitet tag"
"16189","unzähligen zigaretten"
"16190","tassen kaffee"
"16191","liebt schnelle"
"16192","schnelle autos"
"16193","laute motoren"
"16194","motoren bettina"
"16195","bettina breitenbücher"
"16196","gehobenen gesellschaft"
"16197","spricht fließend"
"16198","fließend englisch"
"16199","französisch liebt"
"16200","liebt springreiten"
"16201","dresdner semperoper"
"16202","rund zehn"
"16203","zehn prozent"
"16204","jahrelang partnerin"
"16205","größten insolvenzkanzleien"
"16206","eigene kanzlei"
"16207","kanzlei gegründet"
"16208","einsatzgebiet ganz"
"16209","ganz deutschland"
"16210","baufälligen hauses"
"16211","not herbeigerufene"
"16212","herbeigerufene statikerin"
"16213","hausherr liebt"
"16214","alten mauern"
"16215","fremden gar"
"16216","statikerin sieht"
"16217","zahlen risiken"
"16218","substanz solide"
"16219","läuft gut"
"16220","arbeitswütiger cyborg"
"16221","cyborg schwebt"
"16222","endlosen gänge"
"16223","büro loggt"
"16224","aksakal fremdelt"
"16225","ersten tagen"
"16226","neuen rolle"
"16227","tun sagt"
"16228","46 tage"
"16229","konto steht"
"16230","92.818,62 euro"
"16231","800.000 euro"
"16232","ziel gesetzt"
"16233","wirtschaftlicher niedergang"
"16234","niedergang kommt"
"16235","heilbronn selten"
"16236","seit jahren"
"16237","jahren scheint"
"16238","jahr besser"
"16239","lidl gründer"
"16240","gründer dieter"
"16241","dieter schwarz"
"16242","schwarz lebt"
"16243","wohl reichste"
"16244","reichste mann"
"16245","mann deutschlands"
"16246","wohlstandsidylle voller"
"16247","voller forschungsinstitute"
"16248","hochschulen gemacht"
"16249","gemacht audi"
"16250","audi würth"
"16251","bosch sitzen"
"16252","beschäftigen tausende"
"16253","tausende mitarbeiter"
"16254","mitarbeiter vergangenes"
"16255","vergangenes jahr"
"16256","jahr lag"
"16257","gut drei"
"16258","drei prozent"
"16259","prozent nahe"
"16260","ganzen land"
"16261","corona krise"
"16262","krise ging"
"16263","deutschen wirtschaft"
"16264","wirtschaft blendend"
"16265","blendend gerade"
"16266","mittelstand seit"
"16267","seit 2005"
"16268","2005 wuchsen"
"16269","umsätze kleiner"
"16270","mittlerer unternehmen"
"16271","unternehmen pro"
"16272","pro jahr"
"16273","4,5 prozent"
"16274","schnitt ordentlich"
"16275","unten zog"
"16276","zog mutlu"
"16277","mutlu aksakal"
"16278","aksakal erlebte"
"16279","boom voll"
"16280","2001 kündigte"
"16281","großen automobilzulieferer"
"16282","gebrauchtreifenhandel selbstständig"
"16283","umgebung reifen"
"16284","reifen ab"
"16285","seitdem ging"
"16286","eltern zog"
"16287","unbeheizte zelthalle"
"16288","größere schließlich"
"16289","schließlich kaufte"
"16290","15.000 quadratmeter"
"16291","quadratmeter grundstück"
"16292","schaffte teure"
"16293","teure maschinen"
"16294","gebrauchte reifen"
"16295","verkaufen baute"
"16296","bald eigene"
"16297","eigene hochglanz"
"16298","hochglanz felgen"
"16299","gut lief"
"16300","jahre dass"
"16301","dass aksakal"
"16302","imposanten fuhrpark"
"16303","fuhrpark anlegen"
"16304","anlegen konnte"
"16305","produkte warb"
"16306","fensterlosen raum"
"16307","raum läuft"
"16308","dauerschleife aksakal"
"16309","mitarbeiter sitzen"
"16310","superhelden verkleidet"
"16311","aksakals getunten"
"16312","getunten sportwagen"
"16313","eigens angemieteten"
"16314","angemieteten flugplatz"
"16315","flugplatz brettern"
"16316","wette aksakal"
"16317","aksakal trägt"
"16318","batman kostüm"
"16319","schwarzen lamborghini"
"16320","lamborghini aventador"
"16321","auspuff spucken"
"16322","330.000 euro"
"16323","euro kostet"
"16324","video stammt"
"16325","aksakals youtube"
"16326","youtube kanal"
"16327","fast 50.000"
"16328","50.000 abonnenten"
"16329","viele menschen"
"16330","obszönität verschwendung"
"16331","verschwendung mindestens"
"16332","mindestens angeberei"
"16333","erfüllter kindheitstraum"
"16334","messen ansonsten"
"16335","ansonsten fuhr"
"16336","aufsehen erregte"
"16337","lamborghini gar"
"16338","ging mehr"
"16339","mehr darum"
"16340","jahrelang hart"
"16341","hart gearbeitet"
"16342","reifenprofi weiterwuchs"
"16343","weiterwuchs aksakal"
"16344","aksakal mitarbeiter"
"16345","mitarbeiter einstellte"
"16346","einkaufte veränderte"
"16347","vergangenen zwei"
"16348","zwei drei"
"16349","drei jahren"
"16350","jahren kamen"
"16351","kamen konkurrenten"
"16352","preise fielen"
"16353","margen wurden"
"16354","wurden kleiner"
"16355","kleiner zugleich"
"16356","zugleich wurde"
"16357","wurde aksakals"
"16358","aksakals lager"
"16359","lager immer"
"16360","immer voller"
"16361","voller fast"
"16362","fast 280.000"
"16363","280.000 reifen"
"16364","felgen lagerten"
"16365","zuletzt vielleicht"
"16366","vielleicht hätte"
"16367","hätte aksakal"
"16368","aksakal früher"
"16369","früher reagieren"
"16370","geschäftsmodell anpassen"
"16371","anpassen müssen"
"16372","müssen weniger"
"16373","gezielter einkaufen"
"16374","einkaufen sollen"
"16375","allmählich schlitterte"
"16376","winter 2019"
"16377","2019 wurde"
"16378","wohl zähste"
"16379","firmengeschichte aksakal"
"16380","aksakal beschloss"
"16381","gehalt mehr"
"16382","mehr auszuzahlen"
"16383","ganz schnell"
"16384","januar wurde"
"16385","lieferung schmiedefelgen"
"16386","schmiedefelgen storniert"
"16387","produktion eingestellt"
"16388","eingestellt aksakal"
"16389","aksakal platzten"
"16390","platzten dadurch"
"16391","aufträge bald"
"16392","baden württemberg"
"16393","württemberg lockdown"
"16394","online handel"
"16395","handel brach"
"16396","insgesamt verlor"
"16397","verlor aksakal"
"16398","frühjahr 70"
"16399","70 prozent"
"16400","umsatzes immer"
"16401","neue felgen"
"16402","echt verzichten"
"16403","verzichten aksakal"
"16404","aksakal kam"
"16405","hinterher lieferanten"
"16406","wollten geld"
"16407","lockdown vorbei"
"16408","kunden riefen"
"16409","sicher sei"
"16410","wahl mitarbeiter"
"16411","mitarbeiter entlassen"
"16412","firmenautos verkaufen"
"16413","verkaufen bald"
"16414","bald fuhr"
"16415","audi schließlich"
"16416","brutal sagt"
"16417","sagt aksakal"
"16418","mal umdrehen"
"16419","wagen hinterherzuschauen"
"16420","verkraftet wenig"
"16421","wenig später"
"16422","später fand"
"16423","fand aksakal"
"16424","gelben umschlag"
"16425","briefkasten absender"
"16426","sachen reifenprofi"
"16427","reifenprofi gmbh"
"16428","gmbh stand"
"16429","briefkopf darunter"
"16430","geehrte damen"
"16431","anlage erhalten"
"16432","insolvenzverfahrens aksakal"
"16433","antrag gestellt"
"16434","richter ernannte"
"16435","heilbronner amtsgericht"
"16436","amtsgericht gelistete"
"16437","gelistete breitenbücher"
"16438","vorläufigen verwalterin"
"16439","pandemie hätte"
"16440","hätte aksakal"
"16441","problem gehabt"
"16442","einsparungen hätte"
"16443","virus sagen"
"16444","sagen ökonomen"
"16445","ökonomen wirke"
"16446","vielen firmen"
"16447","verschlimmere probleme"
"16448","ohnehin schon"
"16449","branchen trifft"
"16450","grundsätzlich scheint"
"16451","ähnliche wirkung"
"16452","wirkung besonders"
"16453","besonders gefährdet"
"16454","bettina breitenbüchers"
"16455","breitenbüchers besuch"
"16456","besuch steht"
"16457","steht aksakal"
"16458","aksakal frustriert"
"16459","42 tage"
"16460","konto liegen"
"16461","liegen 129.824,59"
"16462","129.824,59 euro"
"16463","richtig voran"
"16464","voran geht"
"16465","besten phasen"
"16466","firma arbeitet"
"16467","schafft kaum"
"16468","breitenbücher beschäftigt"
"16469","absegnen lassen"
"16470","braucht neues"
"16471","neues pulver"
"16472","felgen bitte"
"16473","mail ans"
"16474","ans büro"
"16475","büro breitenbücher"
"16476","pakete rausschicken"
"16477","kurier bezahlen"
"16478","bezahlen breitenbücher"
"16479","erlaubnis fragen"
"16480","neue patrone"
"16481","breitenbüchers okay"
"16482","okay inzwischen"
"16483","breitenbücher beauftragten"
"16484","beauftragten ernannt"
"16485","ernannt derya"
"16486","derya colak"
"16487","verkauf zuständig"
"16488","ganzen tag"
"16489","kommunizieren heute"
"16490","aksakal besuch"
"16491","raumes sitzen"
"16492","sitzen zwei"
"16493","zwei freundliche"
"16494","freundliche grau"
"16495","grau melierte"
"16496","melierte herren"
"16497","breitenbüchers auftrag"
"16498","herr zeh"
"16499","herr brauhardt"
"16500","beiden bietet"
"16501","kompetenter partner"
"16502","heißt zehbra"
"16503","zehbra holger"
"16504","holger zeh"
"16505","reiner brauhardt"
"16506","brauhardt wirken"
"16507","altes ehepaar"
"16508","langen gemeinsamen"
"16509","gemeinsamen laufbahn"
"16510","geben mal"
"16511","mal reden"
"16512","zwei seiten"
"16513","seiten gleichzeitig"
"16514","einander gar"
"16515","hören mal"
"16516","mal vollendet"
"16517","letzte woche"
"16518","woche fragt"
"16519","fragt zeh"
"16520","dresden sagt"
"16521","sagt brauhardt"
"16522","aufgeklappten ordner"
"16523","ordner zehbra"
"16524","reifenprofi taxieren"
"16525","aufs letzte"
"16526","letzte regal"
"16527","regal seit"
"16528","seit tagen"
"16529","tagen streifen"
"16530","legen bestandslisten"
"16531","fragt zeh"
"16532","zeh brauhardt"
"16533","brauhardt liest"
"16534","säbelsäge würth"
"16535","würth typo"
"16536","typo sbs"
"16537","sbs 110e"
"16538","110e artikelnummer"
"16539","artikelnummer 57065401"
"16540","koffer schwarz"
"16541","schwarz neuwertig"
"16542","neuwertig 120"
"16543","120 euro"
"16544","euro schrank"
"16545","schwenktür 80"
"16546","80 euro"
"16547","euro reifenmontiermaschine"
"16548","reifenmontiermaschine fabrik"
"16549","fabrik corghi"
"16550","corghi typ"
"16551","typ artiglio"
"16552","artiglio master"
"16553","master code"
"16554","code 200230"
"16555","200230 1"
"16556","1 50"
"16557","50 baujahr"
"16558","baujahr 2013"
"16559","2013 2000"
"16560","2000 euro"
"16561","euro hunderte"
"16562","hunderte seiten"
"16563","seiten geht"
"16564","30.264 artikel"
"16565","artikel ergebnis"
"16566","material jahrelanger"
"16567","jahrelanger arbeit"
"16568","arbeit zeile"
"16569","zeile spalte"
"16570","spalte aufgelistet"
"16571","listen fragt"
"16572","fragt aksakal"
"16573","aksakal zeh"
"16574","brauhardt schauen"
"16575","kommt drauf"
"16576","schlägst sagt"
"16577","sagt zeh"
"16578","gelisteten gegenstand"
"16579","gegenstand zwei"
"16580","zwei preise"
"16581","preise aufgeführt"
"16582","höhere wert"
"16583","wert steht"
"16584","fall dass"
"16585","firma überlebt"
"16586","sogenannte fortführungswert"
"16587","niedrigere wert"
"16588","wert steht"
"16589","fall dass"
"16590","dass aksakal"
"16591","unternehmen abwickelt"
"16592","heißt zerschlagung"
"16593","zerschlagung fragt"
"16594","fragt aksakal"
"16595","aksakal zerschlagen"
"16596","zerschlagen na"
"16597","na ja"
"16598","ja sagt"
"16599","sagt zeh"
"16600","firma quasi"
"16601","quasi unterm"
"16602","unterm hintern"
"16603","hätten schon"
"16604","verkauft sagt"
"16605","sagt zeh"
"16606","zeh flugzeuge"
"16607","flugzeuge schiffe"
"16608","schiffe bordelle"
"16609","bordelle tunnel"
"16610","tunnel kühe"
"16611","kühe mäuse"
"16612","halle voller"
"16613","voller gasmasken"
"16614","gasmasken versteigert"
"16615","erinnern kaufte"
"16616","million mark"
"16617","guten preis"
"16618","preis bekommen"
"16619","libanon israel"
"16620","israelis kauften"
"16621","gasmasken ab"
"16622","schlaf sagt"
"16623","sagt zeh"
"16624","zeh aksakal"
"16625","aksakal hört"
"16626","zehbras herum"
"16627","herum beantwortet"
"16628","fragen geht"
"16629","geht stundenlang"
"16630","hilft dabei"
"16631","brauhardt schließlich"
"16632","gelände fahren"
"16633","fahren sagt"
"16634","sagt aksakal"
"16635","aksakal genervt"
"16636","bezahlen vielleicht"
"16637","vielleicht lässt"
"16638","emotionale phasen"
"16639","phasen einteilen"
"16640","eigentümer durchläuft"
"16641","sagen viele"
"16642","viele insolvenzverwalter"
"16643","insolvenzverwalter stehe"
"16644","stehe fast"
"16645","fast immer"
"16646","finanzamt verhandelte"
"16647","kommen sagte"
"16648","irrtum danach"
"16649","danach kam"
"16650","sache ausbügeln"
"16651","besten sofort"
"16652","sofort vielleicht"
"16653","ende september"
"16654","phase drei"
"16655","drei wut"
"16656","wut nachvollziehbar"
"16657","nachvollziehbar wäre"
"16658","große firmen"
"16659","schwierigkeiten geraten"
"16660","beschäftigen oft"
"16661","oft ganze"
"16662","ganze heerscharen"
"16663","strategie erarbeiten"
"16664","erarbeiten aksakal"
"16665","allein gestellt"
"16666","bruder murat"
"16667","rat fragt"
"16668","reifenprofi beschäftigt"
"16669","murat überfragt"
"16670","wirtschaftsauskunftei creditreform"
"16671","creditreform überprüft"
"16672","unternehmen zweimal"
"16673","jahr lässt"
"16674","lässt creditreform"
"16675","forscher umfragen"
"16676","mittelstand geht"
"16677","jüngste erkenntnis"
"16678","mittelgroßen unternehmen"
"16679","denen viele"
"16680","letzten jahren"
"16681","großartige geschäfte"
"16682","geschäfte gemacht"
"16683","corona besonders"
"16684","besonders hart"
"16685","hart getroffen"
"16686","finanzkrise 2008"
"16687","klassischen rezession"
"16688","rezession geführt"
"16689","geführt sagt"
"16690","sagt patrik"
"16691","patrik ludwig"
"16692","ludwig hantzsch"
"16693","hantzsch leiter"
"16694","creditreform zunächst"
"16695","zunächst erwischte"
"16696","mal sei"
"16697","kleinen seien"
"16698","seien zuerst"
"16699","zuerst dran"
"16700","besonders hart"
"16701","daran dass"
"16702","schwieriger sei"
"16703","gelangen aksakal"
"16704","unterstützung bekommen"
"16705","krise 30.000"
"16706","30.000 euro"
"16707","euro corona"
"16708","corona soforthilfe"
"16709","soforthilfe danach"
"16710","schluss kurzarbeit"
"16711","kurzarbeit beantragte"
"16712","baute gerade"
"16713","kredit ab"
"16714","weniger geld"
"16715","hause gehen"
"16716","gehen zumal"
"16717","werkstatt genug"
"16718","tun gab"
"16719","verkauft wurde"
"16720","wurde aksakal"
"16721","aksakal beantragte"
"16722","corona hilfsprogramm"
"16723","förderbank kfw"
"16724","krise gebracht"
"16725","gebracht glaubt"
"16726","antrag wurde"
"16727","wurde wegen"
"16728","hohen schulden"
"16729","schulden abgelehnt"
"16730","abgelehnt bettina"
"16731","bettina breitenbüchers"
"16732","breitenbüchers büro"
"16733","büro liegt"
"16734","dresdner neustadt"
"16735","edler altbau"
"16736","lichtdurchfluteten räumen"
"16737","räumen hohen"
"16738","hohen stuckbesetzten"
"16739","stuckbesetzten decken"
"16740","hellem parkettboden"
"16741","wenige schritte"
"16742","schritte entfernt"
"16743","breitenbücher dutzende"
"16744","dutzende postfächer"
"16745","postfächer aufgereiht"
"16746","aksakal mag"
"16747","kampf existenziell"
"16748","aksakals perspektive"
"16749","fall reifenprofi"
"16750","bettina breitenbücher"
"16751","heilbronn geboren"
"16752","erfolgreiches markisenunternehmen"
"16753","markisenunternehmen aufgebaut"
"16754","bb markise"
"16755","markise erfunden"
"16756","erfunden benannt"
"16757","schwester beate"
"16758","windigen küstenregionen"
"16759","küstenregionen europas"
"16760","europas gut"
"16761","gut verkaufte"
"16762","breitenbücher 16"
"16763","vater leukämie"
"16764","krankenhaus sagte"
"16765","kind geh"
"16766","büro ab"
"16767","ab sofort"
"16768","breitenbücher wichtigeres"
"16769","freibad fuhren"
"16770","buchhaltung fuhr"
"16771","drei jahre"
"16772","jahre später"
"16773","später starb"
"16774","zeit sagt"
"16775","unternehmen strauchelt"
"16776","gibt managementfehler"
"16777","unverschuldete schlechte"
"16778","schlechte phasen"
"16779","aksakal sagt"
"16780","sagt breitenbücher"
"16781","breitenbücher dürfte"
"16782","büro wundert"
"16783","insolvenzverwalterin manchmal"
"16784","manchmal müsste"
"16785","mehr fälle"
"16786","aksakals geben"
"16787","geben firmen"
"16788","mehr abwehren"
"16789","welle wohl"
"16790","wohl kommt"
"16791","wohl kommt"
"16792","insolvenzen pro"
"16793","pro monat"
"16794","monat gilt"
"16795","wichtiger krisenindikator"
"16796","erdbeben ausschlägt"
"16797","frühjahr schauten"
"16798","insolvenzverwalter gespannt"
"16799","hoffnung daran"
"16800","wirtschaftliche einbruch"
"16801","insolvenzen hätte"
"16802","verrücktspielen müssen"
"16803","müssen breitenbücher"
"16804","experten warteten"
"16805","zahlen stiegen"
"16806","oktober lagen"
"16807","geschätzt gut"
"16808","gut 45"
"16809","45 prozent"
"16810","schon extrem"
"16811","extrem niedrig"
"16812","weniger insolvenzen"
"16813","seit einführung"
"16814","krisengewinner halten"
"16815","halten bislang"
"16816","insolvenzverwalter weiß"
"16817","kurzarbeit anmelden"
"16818","anmelden mussten"
"16819","mussten allerdings"
"16820","allerdings sei"
"16821","schambehaftet kaum"
"16822","kaum jemand"
"16823","jemand wolle"
"16824","schwierigkeiten geraten"
"16825","pleitewelle gab"
"16826","gab liegt"
"16827","liegt daran"
"16828","daran dass"
"16829","dass gleich"
"16830","frühjahr finanzminister"
"16831","finanzminister olaf"
"16832","olaf scholz"
"16833","scholz spd"
"16834","wirtschaftsminister peter"
"16835","peter altmaier"
"16836","altmaier cdu"
"16837","größte hilfsprogramm"
"16838","landes verkündeten"
"16839","verkündeten kredite"
"16840","unbegrenzter höhe"
"16841","tage später"
"16842","später hob"
"16843","stellen wer"
"16844","wer angeschlagen"
"16845","überprüfen lassen"
"16846","lassen stattdessen"
"16847","stattdessen wurde"
"16848","wirtschaft gewissermaßen"
"16849","schmerzmittel gesetzt"
"16850","hoffnung dass"
"16851","schlimmste vorbei"
"16852","tabletten abklingt"
"16853","abklingt inzwischen"
"16854","inzwischen gibt"
"16855","hilfskrediten große"
"16856","große teile"
"16857","teile seien"
"16858","seien bislang"
"16859","abgerufen worden"
"16860","worden sagen"
"16861","kleinen firmen"
"16862","dringendsten bräuchten"
"16863","bräuchten kämen"
"16864","dafür zuständig"
"16865","maßlosen zahlungen"
"16866","zahlungen verschleierten"
"16867","realität zombiefirmen"
"16868","zombiefirmen drohten"
"16869","entstehen unternehmen"
"16870","mehr überlebensfähig"
"16871","staatlichem geld"
"16872","herumgeistern tatsächlich"
"16873","größer vielen"
"16874","vielen geht"
"16875","ökonomen erwarten"
"16876","erwarten dass"
"16877","dass firmen"
"16878","ersten monaten"
"16879","kommenden jahres"
"16880","jahres tausende"
"16881","tausende insolvenzen"
"16882","insolvenzen folgen"
"16883","folgen könnten"
"16884","vorläufige insolvenzverfahren"
"16885","insolvenzverfahren läuft"
"16886","schon anderthalb"
"16887","anderthalb monate"
"16888","fensterlosen raumes"
"16889","teller asia"
"16890","asia nudeln"
"16891","paniertem hühnchen"
"16892","26 tage"
"16893","konto steht"
"16894","233.298,28 euro"
"16895","euro aksakal"
"16896","gut drauf"
"16897","daran merkt"
"16898","merkt dass"
"16899","zweite gabel"
"16900","schlabbernde bulldogge"
"16901","bulldogge verfüttert"
"16902","verfüttert gestern"
"16903","hofverkauf gemacht"
"16904","lager getragen"
"16905","preisschilder darangeklebt"
"16906","vier uhr"
"16907","uhr nachts"
"16908","nachts stand"
"16909","stand aksakal"
"16910","rund 25.000"
"16911","25.000 euro"
"16912","euro eingenommen"
"16913","aksakal wirkt"
"16914","breitenbücher ausgeliefert"
"16915","jemals klappen"
"16916","nudeln fertig"
"16917","springt aksakal"
"16918","büro tauscht"
"16919","zieht saubere"
"16920","saubere turnschuhe"
"16921","insolvenz ordner"
"16922","fährt los"
"16923","asset protection"
"16924","protection management"
"16925","management spezialisiert"
"16926","drohender insolvenz"
"16927","insolvenz aksakal"
"16928","beraten lassen"
"16929","seite steht"
"16930","hofft dass"
"16931","schlamassel befreien"
"16932","bank sollen"
"16933","sollen dazukommen"
"16934","dazukommen wenig"
"16935","wenig später"
"16936","später sitzt"
"16937","sitzt aksakal"
"16938","langen weißen"
"16939","weißen konferenztisch"
"16940","größten kanzleien"
"16941","gegenüber männer"
"16942","dunklen anzügen"
"16943","herr ebenfalls"
"16944","teamleiter problemkredite"
"16945","problemkredite vorstellt"
"16946","aksakals anwalt"
"16947","banker scheinen"
"16948","ersten mal"
"16949","alte bekannte"
"16950","laufe fragt"
"16951","anwalt guuuut"
"16952","guuuut sagt"
"16953","sagt aksakal"
"16954","fast zweistündige"
"16955","zweistündige sitzung"
"16956","aksakal sagt"
"16957","fall referiert"
"16958","referiert worden"
"16959","müsse leider"
"16960","leider mitteilen"
"16961","insolvenzverfahrens sei"
"16962","mehr abzuwenden"
"16963","herr aksakal"
"16964","aksakal sagt"
"16965","müsse davon"
"16966","davon ausgehen"
"16967","ausgehen dass"
"16968","haftung genommen"
"16969","privat kredite"
"16970","reifenprofi gmbh"
"16971","gmbh aufgenommen"
"16972","kommt ganz"
"16973","ganz schön"
"16974","anwalt schaut"
"16975","beiden männer"
"16976","banker zählen"
"16977","mal fragt"
"16978","notizen rechnet"
"16979","rechnet irgendwann"
"16980","irgendwann wirft"
"16981","könne breitenbücher"
"16982","ende abnehmen"
"16983","halle sagt"
"16984","aksakal atmet"
"16985","atmet tief"
"16986","ruhe setzt"
"16987","kenne jemanden"
"16988","halle kaufen"
"16989","kaufen könne"
"16990","könne ruft"
"16991","mandant mehrere"
"16992","mehrere hundert"
"16993","hundert millionen"
"16994","millionen schwer"
"16995","solle aksakal"
"16996","aksakal wirkt"
"16997","anwalt läuft"
"16998","läuft schon"
"16999","raum aksakal"
"17000","aksakal schaut"
"17001","ungeöffneten ordner"
"17002","luft auflösen"
"17003","firma verlieren"
"17004","wenig später"
"17005","auto sitzt"
"17006","aksakal ganz"
"17007","ganz still"
"17008","nieselregen zurück"
"17009","hause sagt"
"17010","gehofft dass"
"17011","akademikern gegenübergesessen"
"17012","gegenseitig geschäfte"
"17013","geschäfte zuschustern"
"17014","decke stecken"
"17015","stecken sagt"
"17016","vielen anstrengungen"
"17017","ziemlich sinnlos"
"17018","sinnlos wofür"
"17019","jahre doppelschichten"
"17020","doppelschichten gemacht"
"17021","denen mutlu"
"17022","mutlu aksakal"
"17023","aksakal oft"
"17024","oft zweifelt"
"17025","zweifelt immer"
"17026","arbeitet unzählige"
"17027","unzählige stunden"
"17028","stunden pro"
"17029","pro tag"
"17030","wozu aksakal"
"17031","aksakal sagt"
"17032","liegt verletzt"
"17033","straße ersthelfer"
"17034","ersthelfer kommen"
"17035","kommen angelaufen"
"17036","feind trotzdem"
"17037","trotzdem macht"
"17038","macht aksakal"
"17039","stehaufmännchen sagt"
"17040","morgen fährt"
"17041","verkauft reifen"
"17042","zweiten hofverkauf"
"17043","findet jemanden"
"17044","geländes vermieten"
"17045","riesige ladung"
"17046","ladung alter"
"17047","alter reifen"
"17048","reifen abkaufen"
"17049","tag fährt"
"17050","holt ware"
"17051","ware ab"
"17052","langsam voller"
"17053","voller zwölf"
"17054","zwölf tage"
"17055","entscheidung steht"
"17056","315.211,01 euro"
"17057","euro sechs"
"17058","sechs tage"
"17059","tage vorher"
"17060","342.140,68 euro"
"17061","euro vier"
"17062","vier tage"
"17063","tage vorher"
"17064","386.940,65 euro"
"17065","euro aksakal"
"17066","aksakal fasst"
"17067","gute woche"
"17068","anwalt besucht"
"17069","klärendes gespräch"
"17070","gespräch aksakal"
"17071","aksakal erzählt"
"17072","termin breitenbücher"
"17073","breitenbücher berührt"
"17074","dafür tun"
"17075","tun dass"
"17076","halle behalten"
"17077","kalter tag"
"17078","tag mitte"
"17079","mitte november"
"17080","bettina breitenbücher"
"17081","breitenbücher fährt"
"17082","vorerst letzten"
"17083","letzten mal"
"17084","reifenprofi gmbh"
"17085","gmbh 416.070,84"
"17086","416.070,84 euro"
"17087","team erwirtschaftet"
"17088","erwirtschaftet geht"
"17089","ukrainer kommen"
"17090","mal 180.000"
"17091","180.000 euro"
"17092","euro obendrauf"
"17093","800.000 euro"
"17094","schlecht findet"
"17095","findet aksakal"
"17096","aksakal reicht"
"17097","erneute betriebsversammlung"
"17098","betriebsversammlung angeordnet"
"17099","türkisfarbenen kostüm"
"17100","hohen schuhen"
"17101","schuhen stakst"
"17102","stakst breitenbücher"
"17103","aksakal findet"
"17104","findet fragt"
"17105","läuft’s herr"
"17106","herr aksakal"
"17107","aksakal aksakal"
"17108","aksakal antwortet"
"17109","fragen beide"
"17110","beide lachen"
"17111","führt aksakal"
"17112","aksakal breitenbücher"
"17113","halle zeigt"
"17114","ja immer"
"17115","rappelvoll sagt"
"17116","sagt breitenbücher"
"17117","fensterlosen raum"
"17118","raum neben"
"17119","lagerhalle breitenbücher"
"17120","breitenbücher stellt"
"17121","ersten besuch"
"17122","apostol apostolov"
"17123","letzten wochen"
"17124","tag überstunden"
"17125","überstunden gemacht"
"17126","derya colak"
"17127","tapfer aksakals"
"17128","aksakals launen"
"17129","launen ertragen"
"17130","bruder murat"
"17131","headset herumlief"
"17132","monti legt"
"17133","müde bulldogge"
"17134","bulldogge aksakal"
"17135","aksakal zieht"
"17136","schnauze betriebsrat"
"17137","corona guten"
"17138","guten tag"
"17139","tag allerseits"
"17140","allerseits ruft"
"17141","ruft breitenbücher"
"17142","1 dezember"
"17143","insolvenzverfahren eröffnet"
"17144","versichern dass"
"17145","belegschaft erhalten"
"17146","erhalten mutlu"
"17147","mutlu aksakal"
"17148","bettina breitenbücher"
"17149","ungleiche paar"
"17150","übertragenden sanierung"
"17151","sanierung scheint"
"17152","scheint aufzugehen"
"17153","aufzugehen breitenbücher"
"17154","breitenbücher glaubt"
"17155","aksakals geschäftsmodell"
"17156","geschäftsmodell daran"
"17157","daran dass"
"17158","mehr geld"
"17159","geld verdienen"
"17160","unvorhergesehenes passiert"
"17161","neue firma"
"17162","firma gründen"
"17163","belegschaft behalten"
"17164","maschinen zurückkaufen"
"17165","neue reifenprofi"
"17166","reifenprofi gmbh"
"17167","wohl kleiner"
"17168","wohl teile"
"17169","industriegebiet vermieten"
"17170","vermieten müssen"
"17171","betriebsversammlung steht"
"17172","steht mutlu"
