"","x"
"6307","framing kritischer fragen"
"6308","sozialen medien wurden"
"6309","maske zug fuhr"
"6310","party machte wurde"
"6311","machte wurde fotografiert"
"6312","ertragen heiter daran"
"6313","besonders radikalen journalisten"
"6314","kritische jugend redet"
"6315","jugend redet schon"
"6316","17 19 23"
"6317","19 23 jahren"
"6318","sonntag predigen angeführt"
"6319","all diejenigen bekämpfen"
"6320","ökosozialistischen weltordnung ablehnen"
"6321","derart parentifizierte generation"
"6322","parentifizierte generation gegeben"
"6323","besseren nachhaltigeren lebenswerteren"
"6324","nachhaltigeren lebenswerteren miteinanders"
"6325","erwartbar lärmender chor"
"6326","nostalgischer fortschrittsverweigerung geworden"
"6327","wenigen tagen entscheiden"
"6328","parteivorsitzenden angela merkel"
"6329","wirtschaftsflügel nahezu aufgelöst"
"6330","kanzlerin wenig entgegenzusetzen"
"6331","opportunismus weite teile"
"6332","bürgerlichen mitte verraten"
"6333","mitte verraten wer"
"6334","verraten wer immer"
"6335","moderne konservative andreas"
"6336","konservative andreas rödder"
"6337","teil unverantwortlicher weise"
"6338","unverantwortlicher weise sozialdemokratischen"
"6339","weise sozialdemokratischen aufblähungsneigungen"
"6340","sozialdemokratischen aufblähungsneigungen beim"
"6341","aufblähungsneigungen beim sozialstaat"
"6342","beim sozialstaat nachgegeben"
"6343","künftigen generationen ungeheure"
"6344","generationen ungeheure lasten"
"6345","ungeheure lasten aufgebürdet"
"6346","lasten aufgebürdet gleichzeitig"
"6347","aufgebürdet gleichzeitig fühlen"
"6348","viele unternehmer gründer"
"6349","selbstständige weitgehend unverstanden"
"6350","staates gerne annehmen"
"6351","prinzipienarmut vieler wirtschaftsverbände"
"6352","erfolgreichen mittelstandes gut"
"6353","letzten krisen kam"
"6354","kranke mann europas"
"6355","art innovations biturbo"
"6356","lahmenden europäischen volkswirtschaften"
"6357","europäischen volkswirtschaften mitreißt"
"6358","künstlicher intelligenz gentechnik"
"6359","intelligenz gentechnik wasserstoff"
"6360","super effizienter mobilität"
"6361","effizienter mobilität bürgern"
"6362","mobilität bürgern mehr"
"6363","bürgern mehr freiheit"
"6364","gleichzeitig global verantwortung"
"6365","global verantwortung übernimmt"
"6366","art nostalgische reformbewegung"
"6367","nostalgische reformbewegung daherkommen"
"6368","absolute modernität anstreben"
"6369","briten fehlen ähnlich"
"6370","fehlen ähnlich unverstanden"
"6371","donald trumps wirtschafts"
"6372","lang andauernde entfremdung"
"6373","wunderbare poetische erzliberale"
"6374","poetische erzliberale individualismus"
"6375","kollektivistischen zentraleuropa stets"
"6376","zentraleuropa stets gefremdelt"
"6377","näselte margaret thatcher"
"6378","margaret thatcher 1988"
"6379","staat erfolgreich geschrumpft"
"6380","brüssel dominierten europäischen"
"6381","dominierten europäischen super"
"6382","europäischen super staat"
"6383","offensive geldpolitik schaffen"
"6384","irgendwann scheußliche konsequenzen"
"6385","deutsche selbstkritik insbesondere"
"6386","brexit entscheidung betraf"
"6387","einzige wirklich marktorientierte"
"6388","wirklich marktorientierte nation"
"6389","zauberhaften insel gibt"
"6390","spielerisch elegantem traditionalismus"
"6391","elegantem traditionalismus deutschland"
"6392","grün rot roten"
"6393","rot roten regierung"
"6394","fdp geprägten regierung"
"6395","geprägten regierung bestünde"
"6396","bislang ungesehener art"
"6397","abgenommenen entscheidungen geschenkt"
"6398","sozialdemokratische gesundheitspolitiker karl"
"6399","gesundheitspolitiker karl lauterbach"
"6400","karl lauterbach sehen"
"6401","teilen widerwärtige renitenz"
"6402","verantwortungsvolle bürgerliche renitenz"
"6403","viele denken genauso"
"6404","erfülltes leben abseits"
"6405","materiellen neu nachzudenken"
"6406","land schrieb ugur"
"6407","schrieb ugur sahin"
"6408","ugur sahin 1965"
"6409","türkischen wurzeln macht"
"6410","frau özlem türeci"
"6411","özlem türeci biontech"
"6412","reichsten deutschen next"
"6413","deutschen next stop"
"6414","unternehmerische vision darum"
"6415","vision darum geht"
"6416","rituell große ressourcen"
"6417","große ressourcen bislang"
"6418","ressourcen bislang ignoriert"
"6419","ugur sahin häufiger"
"6420","schöner deutscher europäischer"
"6421","deutscher europäischer traum"
"6422","linke identitätspolitik reaktionär"
"6423","identitätspolitik reaktionär mauern"
"6424","reaktionär mauern errichtet"
"6425","mauern errichtet verflüssigt"
"6426","dynamik differenzen kapitalismus"
"6427","differenzen kapitalismus eint"
"6428","ugur sahin möglich"
"6429","wer macht bildung"
"6430","schwäbische hausfrau liederlich"
"6431","hausfrau liederlich gemacht"
"6432","gutes wer freibier"
"6433","wer freibier ausgibt"
"6434","staatsschuldenkrise ausgerufen wurden"
"6435","ausgerufen wurden bezahlen"
"6436","klitzekleine wohlhabende stammtisch"
"6437","spitzensteuerzahler bislang schien"
"6438","gegenwart zügig ändern"
"6439","steuereinnahmen 2020 stark"
"6440","2020 stark gesunken"
"6441","2021 stärker sinken"
"6442","angenommen gleichzeitig scheffelt"
"6443","post lockdown groteske"
"6444","lockdown groteske realitäten"
"6445","aktuelle statistik zeigt"
"6446","statistik zeigt dass"
"6447","wenige insolvenzen gab"
"6448","eigentlich schon erledigt"
"6449","dadurch fehlen luft"
"6450","ökonomischer irrealis prolongiert"
"6451","krise tänzeln lässt"
"6452","tänzeln lässt wer"
"6453","lässt wer bezahlt"
"6454","größten teil bezahlen"
"6455","standort ruinierenden steuersätzen"
"6456","konservative realos sicher"
"6457","dass bürgerliche wähler"
"6458","drei parteien sicher"
"6459","unternehmer schon gar"
"6460","standorts geworden olaf"
"6461","geworden olaf scholz"
"6462","sachen steuererhöhungen längst"
"6463","steuererhöhungen längst rot"
"6464","längst rot rot"
"6465","rot rot grün"
"6466","rot grün kompatibel"
"6467","grün kompatibel wirklich"
"6468","kompatibel wirklich fatal"
"6469","schwäbische hausfrau liederlich"
"6470","hausfrau liederlich gemacht"
"6471","mehr geld zombie"
"6472","geld zombie firmen"
"6473","china zurückfallen lassen"
"6474","zurückfallen lassen frank"
"6475","lassen frank stocker"
"6476","europäischen notenpressen rattern"
"6477","notenpressen rattern seit"
"6478","rattern seit kurzem"
"6479","letzten sitzung mitte"
"6480","sitzung mitte märz"
"6481","europäischen zentralbank ezb"
"6482","zentralbank ezb beschlossen"
"6483","ersten beiden wochen"
"6484","beiden wochen danach"
"6485","28,7 milliarden euro"
"6486","milliarden euro europäische"
"6487","euro europäische schuldentitel"
"6488","europäische schuldentitel aufgekauft"
"6489","schuldentitel aufgekauft zuvor"
"6490","keim ersticken anleihenkäufe"
"6491","billig dass unternehmen"
"6492","aktuelle krise finanziell"
"6493","krise finanziell überleben"
"6494","nebenwirkungen immer eklatanter"
"6495","immer eklatanter warnen"
"6496","eklatanter warnen experten"
"6497","wohl folgenschwerste dürfte"
"6498","sagt hans jörg"
"6499","hans jörg naumer"
"6500","jörg naumer leiter"
"6501","allianz global investors"
"6502","global investors bisher"
"6503","strukturwandel befördern fragt"
"6504","naumer hebt darauf"
"6505","hebt darauf ab"
"6506","darauf ab dass"
"6507","billige geld vielen"
"6508","geld vielen firmen"
"6509","normalen umständen längst"
"6510","umständen längst pleite"
"6511","längst pleite wären"
"6512","deutschen wirtschaft iw"
"6513","wirtschaft iw schätzt"
"6514","iw schätzt dass"
"6515","vergangenen monaten allein"
"6516","deutschland rund 5000"
"6517","rund 5000 zombie"
"6518","5000 zombie unternehmen"
"6519","zombie unternehmen hinzukamen"
"6520","laufenden gewinnen bezahlen"
"6521","gegenwärtigen bedingungen erhalten"
"6522","internationalen zahlungsausgleich biz"
"6523","zahlungsausgleich biz beobachtet"
"6524","vergangenen monaten weltweit"
"6525","18 prozent gestiegen"
"6526","höchste je gemessene"
"6527","je gemessene wert"
"6528","natürlich bedeuten dass"
"6529","bedeuten dass viele"
"6530","dass viele firmen"
"6531","wegen akuter probleme"
"6532","fest dass rund"
"6533","dass rund 70"
"6534","rund 70 prozent"
"6535","aktuelle krise scheint"
"6536","biz chefökonom claudio"
"6537","chefökonom claudio borio"
"6538","claudio borio seit"
"6539","borio seit jahren"
"6540","gegenwärtige geldpolitik könne"
"6541","geldpolitik könne dauerhaften"
"6542","könne dauerhaften schaden"
"6543","dauerhaften schaden anrichten"
"6544","schaden anrichten sagte"
"6545","schon 2018 https"
"6546","2018 https www.bis.org"
"6547","https www.bis.org speeches"
"6548","www.bis.org speeches sp180110"
"6549","speeches sp180110 pdf"
"6550","sp180110 pdf https"
"6551","pdf https www.bis.org"
"6552","https www.bis.org speeches"
"6553","www.bis.org speeches sp180110"
"6554","speeches sp180110 pdf"
"6555","sehen seit jahren"
"6556","seit jahren legt"
"6557","krisenbedingt sogar ab"
"6558","firmenneugründungen geht stetig"
"6559","geht stetig zurück"
"6560","vergangenen jahr lag"
"6561","wiederaufbau kfw zählte"
"6562","kfw zählte 2010"
"6563","hunderttausende firmen künstlich"
"6564","jeweiligen sektor marktanteile"
"6565","sektor marktanteile besetzt"
"6566","marktanteile besetzt halten"
"6567","hoch zudem binden"
"6568","scheintoten firmen kapital"
"6569","firmen kapital facharbeiter"
"6570","neue innovative geschäftsmodelle"
"6571","innovative geschäftsmodelle anzustoßen"
"6572","oecd http www.oecd.org"
"6573","http www.oecd.org economy"
"6574","www.oecd.org economy growth"
"6575","economy growth exit"
"6576","growth exit policies"
"6577","exit policies and"
"6578","policies and productivity"
"6579","and productivity growth.htm"
"6580","productivity growth.htm text"
"6581","growth.htm text a"
"6582","text a 20number"
"6583","a 20number 20of"
"6584","20number 20of 20oecd"
"6585","20of 20oecd 20countries"
"6586","20oecd 20countries firms"
"6587","20countries firms 2c"
"6588","firms 2c 20especially"
"6589","2c 20especially 20start"
"6590","20especially 20start 2dups"
"6591","20start 2dups http"
"6592","2dups http www.oecd.org"
"6593","http www.oecd.org economy"
"6594","www.oecd.org economy growth"
"6595","economy growth exit"
"6596","growth exit policies"
"6597","exit policies and"
"6598","policies and productivity"
"6599","and productivity growth.htm"
"6600","productivity growth.htm text"
"6601","growth.htm text a"
"6602","text a 20number"
"6603","a 20number 20of"
"6604","20number 20of 20oecd"
"6605","20of 20oecd 20countries"
"6606","20oecd 20countries firms"
"6607","20countries firms 2c"
"6608","firms 2c 20especially"
"6609","2c 20especially 20start"
"6610","20especially 20start 2dups"
"6611","hingewiesen allianz ökonom"
"6612","allianz ökonom naumer"
"6613","ökonom naumer fordert"
"6614","naumer fordert daher"
"6615","grund abzuwarten konjunkturell"
"6616","abzuwarten konjunkturell geht"
"6617","jahr befürchtet sagt"
"6618","naumer sähe darin"
"6619","klares zeichen dass"
"6620","stillstand schließlich seien"
"6621","kommenden jahre enorm"
"6622","jahre enorm insbesondere"
"6623","einzige lösung führe"
"6624","derzeitige geldpolitik allerdings"
"6625","kapitalmarkt schließlich kommt"
"6626","vergangenen woche erstmals"
"6627","15.000 punkte weltweit"
"6628","punkte weltweit erklimmen"
"6629","indizes immer neue"
"6630","immer neue rekorde"
"6631","neue rekorde dadurch"
"6632","rekorde dadurch fühlt"
"6633","gleichzeitig jedoch treibt"
"6634","jedoch treibt china"
"6635","entwicklung rasant voran"
"6636","rasant voran peking"
"6637","sagt horst löchel"
"6638","horst löchel leiter"
"6639","deutsch chinesischen zentrums"
"6640","frankfurt school of"
"6641","school of finance"
"6642","of finance management"
"6643","landes erneut deutlich"
"6644","erneut deutlich geworden"
"6645","pläne präsentierten china"
"6646","präsentierten china wolle"
"6647","mehr hightech sagt"
"6648","hightech sagt löchel"
"6649","macht voran schon"
"6650","voran schon heute"
"6651","schon heute kommen"
"6652","china 2025 zielt"
"6653","2025 zielt ganz"
"6654","zielt ganz klar"
"6655","ganz klar darauf"
"6656","klar darauf ab"
"6657","darauf ab dass"
"6658","zehn technologischen schlüsselindustrien"
"6659","technologischen schlüsselindustrien weltweit"
"6660","schlüsselindustrien weltweit führend"
"6661","bundesbankpräsident jens weidmann"
"6662","wirklich langsamer rattern"
"6663","chance immer weniger"
"6664","immer weniger firmen"
"6665","gegründet währenddessen entwickelt"
"6666","europäischen notenpressen rattern"
"6667","notenpressen rattern seit"
"6668","rattern seit kurzem"
"6669","letzten sitzung mitte"
"6670","sitzung mitte märz"
"6671","europäischen zentralbank ezb"
"6672","zentralbank ezb beschlossen"
"6673","ersten beiden wochen"
"6674","beiden wochen danach"
"6675","28,7 milliarden euro"
"6676","milliarden euro europäische"
"6677","euro europäische schuldentitel"
"6678","europäische schuldentitel aufgekauft"
"6679","schuldentitel aufgekauft zuvor"
"6680","keim ersticken anleihenkäufe"
"6681","billig dass unternehmen"
"6682","aktuelle krise finanziell"
"6683","krise finanziell überleben"
"6684","nebenwirkungen immer eklatanter"
"6685","immer eklatanter warnen"
"6686","eklatanter warnen experten"
"6687","wohl folgenschwerste dürfte"
"6688","sagt hans jörg"
"6689","hans jörg naumer"
"6690","jörg naumer leiter"
"6691","allianz global investors"
"6692","global investors bisher"
"6693","strukturwandel befördern fragt"
"6694","naumer hebt darauf"
"6695","hebt darauf ab"
"6696","darauf ab dass"
"6697","billige geld vielen"
"6698","geld vielen firmen"
"6699","normalen umständen längst"
"6700","umständen längst pleite"
"6701","längst pleite wären"
"6702","deutschen wirtschaft iw"
"6703","wirtschaft iw schätzt"
"6704","iw schätzt dass"
"6705","vergangenen monaten allein"
"6706","deutschland rund 5000"
"6707","rund 5000 zombie"
"6708","5000 zombie unternehmen"
"6709","zombie unternehmen hinzukamen"
"6710","laufenden gewinnen bezahlen"
"6711","gegenwärtigen bedingungen erhalten"
"6712","internationalen zahlungsausgleich biz"
"6713","zahlungsausgleich biz beobachtet"
"6714","vergangenen monaten weltweit"
"6715","18 prozent gestiegen"
"6716","höchste je gemessene"
"6717","je gemessene wert"
"6718","natürlich bedeuten dass"
"6719","bedeuten dass viele"
"6720","dass viele firmen"
"6721","wegen akuter probleme"
"6722","fest dass rund"
"6723","dass rund 70"
"6724","rund 70 prozent"
"6725","aktuelle krise scheint"
"6726","biz chefökonom claudio"
"6727","chefökonom claudio borio"
"6728","claudio borio seit"
"6729","borio seit jahren"
"6730","gegenwärtige geldpolitik könne"
"6731","geldpolitik könne dauerhaften"
"6732","könne dauerhaften schaden"
"6733","dauerhaften schaden anrichten"
"6734","schaden anrichten sagte"
"6735","sehen seit jahren"
"6736","seit jahren legt"
"6737","krisenbedingt sogar ab"
"6738","firmenneugründungen geht stetig"
"6739","geht stetig zurück"
"6740","vergangenen jahr lag"
"6741","wiederaufbau kfw zählte"
"6742","kfw zählte 2010"
"6743","hunderttausende firmen künstlich"
"6744","jeweiligen sektor marktanteile"
"6745","sektor marktanteile besetzt"
"6746","marktanteile besetzt halten"
"6747","hoch zudem binden"
"6748","scheintoten firmen kapital"
"6749","firmen kapital facharbeiter"
"6750","neue innovative geschäftsmodelle"
"6751","innovative geschäftsmodelle anzustoßen"
"6752","hingewiesen allianz ökonom"
"6753","allianz ökonom naumer"
"6754","ökonom naumer fordert"
"6755","naumer fordert daher"
"6756","grund abzuwarten konjunkturell"
"6757","abzuwarten konjunkturell geht"
"6758","jahr befürchtet sagt"
"6759","naumer sähe darin"
"6760","klares zeichen dass"
"6761","stillstand schließlich seien"
"6762","kommenden jahre enorm"
"6763","jahre enorm insbesondere"
"6764","einzige lösung führe"
"6765","derzeitige geldpolitik allerdings"
"6766","kapitalmarkt schließlich kommt"
"6767","vergangenen woche erstmals"
"6768","15.000 punkte weltweit"
"6769","punkte weltweit erklimmen"
"6770","indizes immer neue"
"6771","immer neue rekorde"
"6772","neue rekorde dadurch"
"6773","rekorde dadurch fühlt"
"6774","gleichzeitig jedoch treibt"
"6775","jedoch treibt china"
"6776","entwicklung rasant voran"
"6777","rasant voran peking"
"6778","sagt horst löchel"
"6779","horst löchel leiter"
"6780","deutsch chinesischen zentrums"
"6781","frankfurt school of"
"6782","school of finance"
"6783","of finance management"
"6784","landes erneut deutlich"
"6785","erneut deutlich geworden"
"6786","pläne präsentierten china"
"6787","präsentierten china wolle"
"6788","mehr hightech sagt"
"6789","hightech sagt löchel"
"6790","macht voran schon"
"6791","voran schon heute"
"6792","schon heute kommen"
"6793","china 2025 zielt"
"6794","2025 zielt ganz"
"6795","zielt ganz klar"
"6796","ganz klar darauf"
"6797","klar darauf ab"
"6798","darauf ab dass"
"6799","zehn technologischen schlüsselindustrien"
"6800","technologischen schlüsselindustrien weltweit"
"6801","schlüsselindustrien weltweit führend"
"6802","bundesbankpräsident jens weidmann"
"6803","wirklich langsamer rattern"
"6804","waffen banken türkei"
"6805","risiko moralisch fragwürdig"
"6806","moralisch fragwürdig investieren"
"6807","linke klientel direkt"
"6808","klientel direkt zahlen"
"6809","beim presserat anzeigen"
"6810","ausreichend ums tierwohl"
"6811","ums tierwohl bemüht"
"6812","ersten blick absolut"
"6813","blick absolut gar"
"6814","eigentlichen autorin fand"
"6815","grünen nahen journalistin"
"6816","beim öffentlich rechtlichen"
"6817","öffentlich rechtlichen rundfunk"
"6818","rechtlichen rundfunk arbeitet"
"6819","bekannteren feministischen autorinnen"
"6820","feministische portal refinery29"
"6821","portal refinery29 schreibt"
"6822","refinery29 schreibt gemeinhin"
"6823","schreibt gemeinhin wäre"
"6824","bürgerlich lebenden vordenkerinnen"
"6825","lebenden vordenkerinnen entsprechen"
"6826","früheren deutschen ostgebieten"
"6827","ganze familie gebaut"
"6828","baustellenverteidigung geübten polnischen"
"6829","geübten polnischen helfer"
"6830","polizei anzuliefern bereit"
"6831","medienbetrieb vice gehört"
"6832","normschönen fortschrittlichen spricht"
"6833","heute leider vollkommen"
"6834","leider vollkommen üblich"
"6835","gesamten deutschen solarbranche"
"6836","deutschen solarbranche beschleicht"
"6837","letzten 10 15"
"6838","10 15 jahren"
"6839","ganz ganz großen"
"6840","ganz großen koalition"
"6841","großen koalition vieles"
"6842","erheblichen brüchen führen"
"6843","hohe zinsen bekommen"
"6844","40 jahren 400.000"
"6845","jahren 400.000 euro"
"6846","zwei junge problemregenbogenfamilien"
"6847","99 prozent erbschaftssteuer"
"6848","wenig generell herrscht"
"6849","reiche reich bleiben"
"6850","heute ganz still"
"6851","berliner mietendeckel bekommt"
"6852","zeitenwende symbolisiert wissen"
"6853","blogge ja schon"
"6854","beckedahls öffentliche erscheinung"
"6855","gescheiterten ermittlungen wegen"
"6856","ermittlungen wegen landesverrat"
"6857","fast schon legendären"
"6858","schon legendären ruf"
"6859","fern stehende verein"
"6860","stehende verein digiges"
"6861","verein digiges engagiert"
"6862","drei tagen brachte"
"6863","scheitern droht darin"
"6864","droht darin geht"
"6865","politisch genehme mietpreise"
"6866","drei tagen schrieb"
"6867","grüne mietenexpertin katrin"
"6868","mietenexpertin katrin schmidberger"
"6869","netzpolitischen aktivisten markus"
"6870","aktivisten markus beckedahl"
"6871","markus beckedahl beraten"
"6872","markus beckedahl wurde"
"6873","taz inzwischen klammheimlich"
"6874","autor erik peter"
"6875","erik peter sagte"
"6876","peter sagte später"
"6877","unerwünschten informationen kennt"
"6878","eigene ziele durchsetzt"
"6879","ziele durchsetzt lässt"
"6880","berliner medienbetrieb beginnen"
"6881","neuen zwangspolitik enden"
"6882","zwangspolitik enden grundsätzlich"
"6883","dauert vielleicht 10"
"6884","vielleicht 10 15"
"6885","10 15 jahre"
"6886","abseitigen forderung realpolitik"
"6887","berlin gerade sieht"
"6888","gerade sieht sorgt"
"6889","sklaverei dafür dass"
"6890","dafür dass verfassungsgefährdendes"
"6891","dass verfassungsgefährdendes handeln"
"6892","neuen mitteln versucht"
"6893","willige unterstützer finden"
"6894","frauen hassen datenschützer"
"6895","überwachern helfen ideale"
"6896","längst aufgehört allgemein"
"6897","dickes ende nachkommt"
"6898","ende nachkommt angesichts"
"6899","derivate rohstoffe land"
"6900","edelmetalle investiert bleiben"
"6901","zwei optionen aktien"
"6902","häuser langsam vorbei"
"6903","langsam vorbei wäre"
"6904","mieten endlich sinken"
"6905","endlich sinken könnten"
"6906","ansonsten arbeitsreiches frühjahr"
"6907","bau weitgehend ausfallen"
"6908","weitgehend ausfallen lassen"
"6909","angebote deutlich vermindert"
"6910","moment öffentlich 17"
"6911","öffentlich 17 echte"
"6912","17 echte häuser"
"6913","hundehütten bezeichneten reihenhäuser"
"6914","besser diverse zahnwaltprojekte"
"6915","neue wohnanlagen liegen"
"6916","vermietung bettelnden makler"
"6917","gesellschaft gefördert neid"
"6918","moment zwei strömungen"
"6919","ganz große lösung"
"6920","große lösung nämlich"
"6921","systems wegen klima"
"6922","wegen klima gerechtigkeit"
"6923","klima gerechtigkeit kolonialismus"
"6924","eigenen kleinen profite"
"6925","rein symbolischer sieg"
"6926","1,50 wohl herkommen"
"6927","wohl herkommen mag"
"6928","pop up radwegen"
"6929","beim ersten regen"
"6930","ersten regen kaum"
"6931","regen kaum mehr"
"6932","kaum mehr genutzt"
"6933","u bahnhofs weniger"
"6934","bahnhofs weniger hitze"
"6935","städten corona hilfsgelder"
"6936","eigenen kinder kümmern"
"6937","kinder kümmern müssen"
"6938","weniger zahlt sekundäre"
"6939","zahlt sekundäre effekte"
"6940","gammelnahrungskreisläufe neue staus"
"6941","neue staus geehrte"
"6942","staus geehrte antisemiten"
"6943","geehrte antisemiten höhere"
"6944","antisemiten höhere strompreise"
"6945","höhere strompreise enorme"
"6946","strompreise enorme staatsdefizite"
"6947","kleinen miesen geldwerten"
"6948","miesen geldwerten bevorzugung"
"6949","eigenen blase gibt"
"6950","menge weiterer wirtschaftlicher"
"6951","weiterer wirtschaftlicher themen"
"6952","bemerkenswert wenig besprochen"
"6953","beispielsweise halte indexfonds"
"6954","cross border leasing"
"6955","deutschen energiepolitik lohnen"
"6956","legalen grauen markt"
"6957","neuer grauer markt"
"6958","grauer markt etabliert"
"6959","privaten vorteilen spielt"
"6960","neues rad anstelle"
"6961","stausee absaufen lassen"
"6962","alte waschmaschine 7000"
"6963","waschmaschine 7000 euro"
"6964","7000 euro ablöse"
"6965","euro ablöse kostet"
"6966","etwa beim radfahren"
"6967","folgen wabert fahl"
"6968","negation einfachster zusammenhänge"
"6969","tlac minimum requirement"
"6970","minimum requirement for"
"6971","requirement for own"
"6972","for own funds"
"6973","own funds and"
"6974","funds and eligible"
"6975","and eligible liabilities"
"6976","total loss absorbency"
"6977","loss absorbency capacity"
"6978","kleinen privatvermieters fordert"
"6979","wohnraum denen gehören"
"6980","umstand dass daimler"
"6981","mehr leute entlassen"
"6982","ganz ganz großen"
"6983","ganz großen koalition"
"6984","großen koalition entrichteten"
"6985","schöne alte häuser"
"6986","alte häuser herrichtet"
"6987","deren waffen kurden"
"6988","waffen kurden hingerichtet"
"6989","zumindest ansatzweise erklären"
"6990","inzwischen sogar recht"
"6991","sogar recht gut"
"6992","wenig verfügbares einkommen"
"6993","deutschland abgefunden ungleichheit"
"6994","wenig tauglichen mietendeckel"
"6995","tauglichen mietendeckel bekämpft"
"6996","mietendeckel bekämpft zynisch"
"6997","bekämpft zynisch gesagt"
"6998","280 zeichen erklärt"
"6999","sommer heiß regen"
"7000","heiß regen nass"
"7001","regen nass schnee"
"7002","nass schnee weiß"
"7003","schnee weiß deshalb"
"7004","weiß deshalb klima"
"7005","deshalb klima auto"
"7006","klima auto stinkt"
"7007","auto stinkt abgase"
"7008","tesla wäre emissionsfrei"
"7009","steuergestalter deren namen"
"7010","direkt geld hergeben"
"7011","geld hergeben müssen"
"7012","politik früher gewünscht"
"7013","möglicherweise atos worüber"
"7014","siemens aktionär freut"
"7015","roten roadster steckt"
"7016","brüsseler peseten kaufen"
"7017","kleine offene sportwägen"
"7018","offene sportwägen leisten"
"7019","deren steuer offen"
"7020","kinder früh genug"
"7021","früh genug darauf"
"7022","genug darauf vorbereitet"
"7023","geld dafür gekommen"
"7024","zwei arten teilen"
"7025","corona krise ausgesetzte"
"7026","krise ausgesetzte pflicht"
"7027","gewaltigen anzahl sogenannter"
"7028","anzahl sogenannter zombieunternehmen"
"7029","sogenannter zombieunternehmen führen"
"7030","zombieunternehmen führen angesichts"
"7031","seit märz geltenden"
"7032","märz geltenden ausnahme"
"7033","geltenden ausnahme schätzt"
"7034","verdeckt überschuldeten unternehmen"
"7035","bundesjustizministerin christine lambrecht"
"7036","christine lambrecht spd"
"7037","lambrecht spd geplant"
"7038","ende märz 2021"
"7039","zahl creditreform zufolge"
"7040","800.000 firmen steigen"
"7041","firmen steigen seite"
"7042","steigen seite 27"
"7043","regierung seit märz"
"7044","auskunftei creditreform warnt"
"7045","zahl verdeckt verschuldeter"
"7046","verdeckt verschuldeter firmen"
"7047","verschuldeter firmen experten"
"7048","firmen experten fürchten"
"7049","corona krise ausgesetzte"
"7050","krise ausgesetzte pflicht"
"7051","gewaltigen anzahl sogenannter"
"7052","anzahl sogenannter zombieunternehmen"
"7053","sogenannter zombieunternehmen führen"
"7054","zombieunternehmen führen angesichts"
"7055","seit märz geltenden"
"7056","märz geltenden ausnahme"
"7057","geltenden ausnahme schätzt"
"7058","verdeckt überschuldeten unternehmen"
"7059","bundesjustizministerin christine lambrecht"
"7060","christine lambrecht spd"
"7061","lambrecht spd geplant"
"7062","ende märz 2021"
"7063","zahl creditreform zufolge"
"7064","800.000 firmen steigen"
"7065","firmen steigen bereits"
"7066","steigen bereits ende"
"7067","bereits ende 2019"
"7068","ende 2019 schätzte"
"7069","2019 schätzte creditreform"
"7070","ökonomen weit gefährlicher"
"7071","verschoben warnt patrik"
"7072","warnt patrik ludwig"
"7073","patrik ludwig hantzsch"
"7074","ludwig hantzsch leiter"
"7075","hantzsch leiter wirtschaftsforschung"
"7076","auskunftei creditreform dadurch"
"7077","creditreform dadurch könnten"
"7078","dadurch könnten viele"
"7079","könnten viele derzeit"
"7080","ende gravierende auswirkungen"
"7081","arbeitsplätze christoph niering"
"7082","christoph niering vorsitzender"
"7083","insolvenzverwalter vid befürchtet"
"7084","mehr kalkulierbare kettenreaktion"
"7085","verschoben beispielsweise vermieter"
"7086","beispielsweise vermieter lieferanten"
"7087","banken johannes fechner"
"7088","johannes fechner rechtspolitischer"
"7089","fechner rechtspolitischer sprecher"
"7090","ende märz 2021"
"7091","corona pandemie kämpfen"
"7092","vorschnell aufgeben sagt"
"7093","staatlichen hilfen wirkten"
"7094","hilfen wirkten brauche"
"7095","rahmen dafür dass"
"7096","union befürwortet dagegen"
"7097","markt ausscheiden sagt"
"7098","ausscheiden sagt jan"
"7099","sagt jan marco"
"7100","jan marco luczak"
"7101","marco luczak rechtspolitischer"
"7102","luczak rechtspolitischer sprecher"
"7103","vorinsolvenzlichen restrukturierungsverfahrens vorzulegen"
"7104","gläubiger schuldenmoratorien beschließen"
"7105","gesamte recherche lesen"
"7106","politik endloser nothilfen"
"7107","großkoalitionären läuft bereits"
"7108","überbietungswettbewerb wer lobt"
"7109","bundesarbeitsminister hubertus heil"
"7110","hubertus heil spd"
"7111","heil spd fordert"
"7112","jahr 2022 aufgestockt"
"7113","kollege peter altmaier"
"7114","staatliche hilfe verkehrt"
"7115","2008 09 lehrt"
"7116","09 lehrt konnte"
"7117","kurzarbeitergeld tausende entlassungen"
"7118","tausende entlassungen verhindern"
"7119","entlassungen verhindern helfen"
"7120","vielen volkswirtschaften eingesetzt"
"7121","volkswirtschaften eingesetzt wer"
"7122","geschichte zurückgeht findet"
"7123","großen depression anfang"
"7124","beleg dafür dass"
"7125","verweigerung staatlichen rückhalts"
"7126","mitarbeiter unnötig verschlimmerte"
"7127","sozialen marktwirtschaft verpflichtet"
"7128","deutsche staat verhält"
"7129","zentralbank klammen banken"
"7130","darauf schließen dass"
"7131","corona maßnahmen immer"
"7132","gepumptes geld gerade"
"7133","geld gerade billig"
"7134","kurzarbeitergeld scheint gut"
"7135","scheint gut geeignet"
"7136","gut geeignet vermeidbare"
"7137","geeignet vermeidbare entlassungen"
"7138","mittelstandshilfen sollen betriebe"
"7139","staatliche abwehr maßnahmen"
"7140","abwehr maßnahmen nie"
